TransactionID,CustomerID,Amount,TransactionType,Location,DeviceType,TimeOfDay,PreviousFraud,TransactionSpeed,Fraud
1367,3026,3276.151582,Deposit,New York,Mobile,Afternoon,1,53.54560502,1
1368,3306,6070.826339,Purchase,Houston,Laptop,Afternoon,0,22.28218401,0
1369,4744,9305.181519,Withdrawal,Chicago,Mobile,Night,0,50.96390022,0
1370,1901,8370.90905,Transfer,Miami,ATM,Night,0,17.25130318,0
1371,1689,9954.881271,Transfer,Chicago,Mobile,Afternoon,1,44.18268188,0
1372,3039,235.4601462,Purchase,Houston,Laptop,Afternoon,0,35.33131532,0
1373,1009,1137.452866,Transfer,Miami,ATM,Night,0,2.979573827,0
1374,1260,6098.582956,Withdrawal,Miami,Laptop,Night,0,15.25276992,0
1375,2942,8207.558629,Deposit,New York,Mobile,Night,0,38.11084164,0
1376,2673,2859.59098,Transfer,New York,ATM,Morning,1,13.25799848,1
1377,3219,2399.718769,Transfer,Los Angeles,POS,Afternoon,1,35.80335421,0
1378,3945,,Transfer,Houston,Mobile,Morning,0,42.70247835,0
1379,3060,573.25472,Purchase,Miami,ATM,Morning,0,21.44843255,0
1380,2191,37001.32649,Withdrawal,Houston,POS,Night,1,208.9706776,1
1381,4713,5063.034134,Deposit,Chicago,Laptop,Afternoon,0,38.92854652,0
1382,2619,5607.883257,Withdrawal,Chicago,Mobile,Night,0,59.25149153,0
1383,1320,7288.865416,Withdrawal,Los Angeles,ATM,Night,0,37.26439779,0
1384,2342,3554.908777,Transfer,Miami,POS,Night,0,17.24585184,0
1385,2636,6130.716603,Deposit,Miami,ATM,Night,0,15.58449985,0
1386,3376,5857.900474,Withdrawal,Los Angeles,ATM,Afternoon,0,39.9208265,0
1387,3832,5480.684846,Deposit,Chicago,Mobile,Afternoon,1,7.10403065,0
1388,3824,6408.428098,Purchase,Miami,Laptop,Night,0,14.35723767,0
1389,2994,2601.897219,Transfer,Houston,POS,Morning,0,1.529248701,0
1390,3958,855.6410483,Purchase,Miami,Laptop,Night,1,31.1751613,1
1391,2943,1201.524004,Deposit,Chicago,POS,Morning,1,47.3522339,1
1392,4621,2253.578003,Transfer,Miami,ATM,Morning,0,31.12878973,0
1393,3038,5006.977376,Purchase,Miami,POS,Night,1,17.8485002,0
1394,4490,8406.023078,Transfer,New York,POS,Afternoon,0,50.43797022,0
1395,4677,7015.920487,Purchase,Miami,Laptop,Night,0,29.59718119,0
1396,2118,7892.515636,Withdrawal,Los Angeles,POS,Afternoon,0,41.69345765,0
1397,4888,3516.246483,Transfer,Los Angeles,Mobile,Morning,1,59.20108745,0
1398,2604,4052.490879,Deposit,Houston,Laptop,Afternoon,0,49.00965662,0
1399,3365,3942.882041,Transfer,Miami,Laptop,Afternoon,0,51.18104352,0
1400,1235,1926.813112,Deposit,Houston,Mobile,Afternoon,0,8.123048283,0
1401,2969,621.5544149,Purchase,Chicago,Mobile,Night,0,32.89811838,0
1402,1333,5913.251767,Purchase,Chicago,Laptop,Morning,0,59.82501528,0
1403,2908,9892.274667,Deposit,New York,Laptop,Morning,0,20.09826789,0
1404,1375,1676.628752,Purchase,New York,Laptop,Afternoon,1,3.465427061,0
1405,4530,476.3813508,Transfer,Miami,ATM,Morning,0,3.009012753,0
1406,2160,7797.521501,Purchase,Miami,POS,Afternoon,1,58.74279937,0
1407,3635,,Deposit,Houston,Mobile,Afternoon,0,26.62038372,0
1408,2570,8298.141615,Deposit,Houston,ATM,Afternoon,0,17.80620155,0
1409,3560,7042.327304,Withdrawal,Miami,ATM,Afternoon,0,31.32207758,0
1410,2319,9457.278635,Deposit,Miami,ATM,Night,0,37.00031734,0
1411,4391,4095.183085,Purchase,New York,POS,Afternoon,0,52.96560579,0
1412,3965,6623.078696,Deposit,New York,ATM,Morning,1,27.11561705,1
1413,4643,4653.89926,Purchase,New York,Laptop,Night,0,51.33141008,0
1414,2855,6309.581086,Purchase,Miami,Mobile,Morning,0,16.35129287,0
1415,2372,4501.493071,Withdrawal,Houston,POS,Night,0,33.36262842,0
1416,4911,1894.436142,Purchase,Los Angeles,POS,Afternoon,0,47.11353809,0
1417,4850,5083.895186,Deposit,Los Angeles,Laptop,Night,0,27.11852115,0
1418,1872,5290.556172,Deposit,Houston,Mobile,Morning,0,17.37511412,0
1419,2252,8107.932444,Deposit,Houston,ATM,Night,0,48.7310516,0
1420,3317,7357.851851,Purchase,Houston,POS,Night,0,48.62852223,0
1421,2851,6641.278323,Deposit,New York,Mobile,Afternoon,1,17.65612988,1
1422,3845,1142.737085,Transfer,Chicago,POS,Afternoon,1,36.68752488,1
1423,2314,7208.956744,Transfer,Miami,Mobile,Night,0,15.53591519,0
1424,1724,5008.048512,Deposit,New York,Mobile,Afternoon,0,53.88220796,0
1425,4236,8942.054366,Purchase,Los Angeles,Mobile,Afternoon,1,5.432068175,0
1426,3052,9199.510632,Deposit,Miami,Laptop,Night,0,23.55603211,0
1427,3898,561.0143401,Transfer,Houston,POS,Morning,0,39.35715758,0
1428,4450,8208.209188,Purchase,Los Angeles,ATM,Afternoon,1,51.75389674,1
1429,1077,386.5969303,Deposit,Houston,Laptop,Night,0,47.92678193,0
1430,4481,,Purchase,Houston,ATM,Night,0,41.36212282,0
1431,3621,5427.576756,Deposit,Houston,Laptop,Night,0,55.63807655,0
1432,1131,1489.526978,Withdrawal,Miami,Laptop,Morning,0,2.432222536,0
1433,1600,7465.674988,Purchase,Los Angeles,Laptop,Morning,0,58.79108646,0
1434,2772,93.46349468,Transfer,Los Angeles,Mobile,Morning,0,21.40297116,0
1435,2065,1694.304494,Transfer,Houston,POS,Afternoon,0,45.14678923,0
1436,3136,5812.16033,Transfer,New York,Mobile,Night,0,17.47227981,0
1437,3449,7146.731745,Transfer,Chicago,Mobile,Night,0,25.46604546,0
1438,3343,9167.264596,Deposit,New York,Mobile,Morning,0,52.68267002,0
1439,2863,7057.911553,Deposit,Miami,Laptop,Afternoon,0,27.44310698,0
1440,2318,67210.7491,Purchase,Chicago,Laptop,Afternoon,0,266.0263402,0
1441,1615,3949.468052,Withdrawal,New York,ATM,Night,0,33.39191772,0
1442,4597,22.83141101,Withdrawal,Los Angeles,POS,Morning,0,16.58181542,0
1443,3847,1210.390995,Purchase,New York,Mobile,Night,1,29.69362031,0
1444,4762,5350.199902,Transfer,Houston,Mobile,Morning,1,6.235867751,0
1445,4708,6754.54756,Withdrawal,Miami,Mobile,Morning,0,29.2101829,0
1446,3469,4180.308356,Withdrawal,New York,POS,Night,0,47.47240841,0
1447,2888,7309.483325,Purchase,New York,POS,Morning,0,5.062228216,0
1448,2046,5223.40433,Transfer,Chicago,POS,Morning,0,14.77216779,0
1449,1574,751.020194,Deposit,Houston,Mobile,Morning,1,25.92427116,1
1450,3190,1928.242347,Deposit,Chicago,POS,Morning,0,45.71213697,0
1451,1992,8401.58225,Withdrawal,Miami,Mobile,Afternoon,0,45.31432062,0
1452,3712,7251.878339,Deposit,Miami,Mobile,Morning,1,53.35019314,0
1453,3192,8948.67225,Purchase,Houston,POS,Morning,0,9.58409929,0
1454,2248,1184.396919,Withdrawal,Chicago,Laptop,Morning,0,10.18803513,0
1455,4054,9902.323121,Withdrawal,Houston,Mobile,Night,0,40.46931793,0
1456,1502,2101.973072,Transfer,Chicago,Mobile,Afternoon,0,11.6253197,0
1457,2997,127.6809641,Deposit,Los Angeles,Laptop,Morning,0,25.41628059,0
1458,1820,9974.255161,Transfer,Houston,POS,Morning,0,32.82473393,0
1459,4687,,Withdrawal,Miami,ATM,Night,1,16.15750211,1
1460,3151,6683.514331,Deposit,Chicago,Laptop,Afternoon,0,41.80171082,0
1461,4110,1775.056319,Transfer,Los Angeles,POS,Afternoon,0,51.62046502,0
1462,2970,5806.483037,Deposit,Miami,Mobile,Afternoon,0,1.718652179,0
1463,1197,9041.309515,Withdrawal,Chicago,Laptop,Morning,0,18.0666176,0
1464,2669,,Withdrawal,Los Angeles,Mobile,Afternoon,0,43.01938232,0
1465,3626,6705.837221,Withdrawal,Miami,Laptop,Night,0,17.2600852,0
1466,3438,1887.156852,Purchase,Miami,ATM,Night,0,31.85433905,0
1467,2202,6251.706033,Transfer,Los Angeles,Mobile,Morning,0,45.63134185,0
1468,3601,3371.139015,Transfer,Miami,POS,Morning,0,21.27885996,0
1469,2471,2119.970503,Withdrawal,Chicago,Laptop,Morning,0,47.46634778,0
1470,4571,3138.688687,Transfer,Chicago,Laptop,Morning,0,49.15205829,0
1471,4086,1796.622274,Withdrawal,Miami,Laptop,Night,0,59.47451022,0
1472,2646,9020.141917,Transfer,New York,Mobile,Morning,1,26.50644527,1
1473,2692,3977.896994,Deposit,Los Angeles,POS,Morning,0,29.07202519,0
1474,2312,2460.340257,Transfer,New York,Laptop,Morning,0,47.1903622,0
1475,3035,4489.594332,Withdrawal,Chicago,Mobile,Morning,1,52.21073474,1
1476,1477,3212.156306,Transfer,Miami,Mobile,Night,1,30.80857277,1
1477,2254,7446.748346,Deposit,Houston,ATM,Afternoon,0,2.281697116,0
1478,1922,9712.48692,Deposit,Houston,POS,Morning,0,28.02404549,0
1479,1419,4385.95623,Deposit,New York,ATM,Night,0,14.2893848,0
1480,3204,8611.723666,Withdrawal,New York,Laptop,Afternoon,1,6.704719052,0
1481,3597,5662.972105,Purchase,New York,Mobile,Night,0,21.0151104,0
1482,4512,1580.784294,Withdrawal,Chicago,Laptop,Afternoon,0,24.12333244,0
1483,2120,6909.321193,Deposit,Chicago,Mobile,Night,0,58.91735328,0
1484,4068,5139.210626,Transfer,Miami,Mobile,Morning,0,27.85947866,0
1485,4044,6509.559167,Deposit,Chicago,POS,Afternoon,0,58.086804,0
1486,4482,8897.977252,Purchase,Miami,Laptop,Night,0,44.21104762,0
1487,1950,4409.941361,Purchase,Miami,POS,Morning,0,15.93207724,0
1488,3336,9012.764456,Deposit,New York,Mobile,Morning,0,42.41593072,0
1489,2277,7509.183453,Withdrawal,Houston,Laptop,Afternoon,1,24.75679472,1
1490,3243,4891.16321,Purchase,New York,Mobile,Night,0,35.17731066,0
1491,3645,6036.189135,Deposit,Chicago,Laptop,Morning,0,31.63668567,0
1492,2857,3262.555514,Withdrawal,Los Angeles,Laptop,Night,0,55.97719845,0
1493,4593,9836.137024,Transfer,Chicago,ATM,Morning,0,8.652781312,0
1494,1516,6676.838119,Withdrawal,Houston,ATM,Morning,0,27.19212781,0
1495,2658,448.0300564,Purchase,Chicago,POS,Morning,0,5.788971573,0
1496,2865,3272.952838,Withdrawal,Houston,Mobile,Afternoon,1,16.02976938,0
1497,3912,6236.911193,Withdrawal,Los Angeles,POS,Night,0,5.533540507,0
1498,2141,572.7694452,Transfer,Los Angeles,Laptop,Afternoon,0,56.38317314,0
1499,3853,248.6030713,Deposit,Miami,POS,Afternoon,0,19.57847217,0
1500,2932,4505.742153,Withdrawal,Chicago,Laptop,Afternoon,1,47.0962579,1
1501,4230,3333.574895,Transfer,Miami,POS,Afternoon,1,45.16382421,0
1502,1814,4388.603094,Purchase,New York,POS,Afternoon,0,9.283138917,0
1503,3275,,Deposit,New York,Laptop,Morning,0,9.322068194,0
1504,2900,,Purchase,New York,Laptop,Morning,0,23.29885649,0
1505,3263,6894.542136,Deposit,New York,POS,Morning,0,34.54649722,0
1506,3995,5150.565452,Withdrawal,New York,Laptop,Afternoon,0,26.17677463,0
1507,4767,2009.54057,Withdrawal,Chicago,POS,Morning,0,46.30950093,0
1508,3062,3202.698368,Deposit,Miami,Mobile,Morning,0,32.62069004,0
1509,4228,5922.160998,Purchase,Miami,ATM,Morning,0,53.02907049,0
1510,4719,731.5711892,Purchase,Houston,Laptop,Afternoon,0,35.95153071,0
1511,4332,1483.055563,Purchase,New York,Laptop,Night,0,35.94980171,0
1512,4228,741.723585,Withdrawal,Los Angeles,POS,Night,0,39.92116803,0
1513,3094,8125.050154,Deposit,Houston,Laptop,Morning,1,36.57725546,0
1514,3371,7526.56824,Deposit,Houston,Mobile,Afternoon,0,37.11495782,0
1515,3891,7535.596189,Purchase,Chicago,ATM,Night,1,27.53288893,1
1516,4756,7166.090181,Withdrawal,Houston,ATM,Morning,0,6.342225633,0
1517,1129,6697.160382,Deposit,Los Angeles,Laptop,Afternoon,0,22.76546353,0
1518,4482,4775.149235,Deposit,Miami,Mobile,Night,0,46.3298945,0
1519,1094,6426.358853,Purchase,Houston,ATM,Night,0,3.241277857,0
1520,3674,393.2319323,Purchase,Chicago,ATM,Afternoon,1,41.74727778,0
1521,3802,6218.429582,Deposit,New York,Mobile,Night,1,58.87052863,0
1522,2955,7780.998278,Withdrawal,Los Angeles,ATM,Morning,1,26.72180442,0
1523,4363,,Transfer,New York,POS,Morning,0,13.53240262,0
1524,1793,3581.558151,Deposit,Houston,Mobile,Afternoon,0,2.357388597,0
1525,2834,2781.493081,Deposit,Miami,ATM,Afternoon,1,51.43042698,0
1526,4354,6431.592481,Withdrawal,Chicago,Mobile,Morning,0,9.695786295,0
1527,3116,6931.083974,Deposit,Los Angeles,Laptop,Afternoon,1,3.545690353,0
1528,2683,8710.966323,Transfer,Miami,ATM,Night,0,29.64086768,0
1529,1010,3429.917484,Withdrawal,Los Angeles,ATM,Night,1,23.52221647,1
1530,4325,7700.025351,Transfer,Chicago,POS,Night,0,57.62865811,0
1531,2865,5617.944684,Transfer,Chicago,POS,Night,0,28.28892699,0
1532,3919,8829.536542,Deposit,Houston,ATM,Afternoon,0,50.29042328,0
1533,3597,5282.842962,Transfer,Los Angeles,Mobile,Night,1,55.98765612,0
1534,4205,5181.121986,Deposit,Houston,ATM,Afternoon,0,11.87032905,0
1535,1711,5782.992044,Deposit,Los Angeles,POS,Morning,0,21.43340167,0
1536,3070,7495.660398,Withdrawal,Los Angeles,POS,Night,0,55.47340279,0
1537,1814,9647.257883,Withdrawal,New York,ATM,Afternoon,0,33.79591035,0
1538,1345,744.8979086,Withdrawal,Houston,Mobile,Morning,1,20.03862319,0
1539,3349,543.8116779,Deposit,Los Angeles,ATM,Night,1,31.7101688,0
1540,1362,9376.127871,Transfer,Los Angeles,ATM,Night,0,44.13889716,0
1541,3443,5303.457499,Transfer,Chicago,Mobile,Night,0,37.48226678,0
1542,3265,6152.881116,Withdrawal,New York,Mobile,Afternoon,0,56.08190066,0
1543,3188,4829.41178,Withdrawal,Chicago,Mobile,Afternoon,0,57.81579092,0
1544,4687,945.6379515,Deposit,Houston,ATM,Morning,0,42.97620616,0
1545,4005,7683.21289,Purchase,Houston,Laptop,Night,0,40.15910724,0
1546,4281,7474.774204,Purchase,Los Angeles,Mobile,Morning,0,1.800030948,0
1547,1984,,Deposit,Miami,ATM,Afternoon,1,47.23810932,0
1548,4040,3069.33006,Purchase,Chicago,Laptop,Night,0,30.46702832,0
1549,4694,8380.035395,Purchase,Houston,POS,Morning,0,52.60371412,0
1550,2639,732.8490048,Purchase,Los Angeles,Laptop,Night,0,56.05345727,0
1551,1827,,Withdrawal,Los Angeles,Mobile,Afternoon,0,22.77130229,0
1552,3730,2574.050282,Transfer,Chicago,Mobile,Morning,0,54.42249313,0
1553,4531,5933.91763,Transfer,Los Angeles,Mobile,Night,0,39.91451478,0
1554,4051,9360.581848,Withdrawal,New York,POS,Night,0,26.25781701,0
1555,1355,6784.44379,Withdrawal,Miami,Mobile,Night,0,3.995646775,0
1556,4055,4150.153827,Withdrawal,Chicago,Mobile,Morning,0,44.78699588,0
1557,2347,6898.446747,Purchase,Chicago,ATM,Afternoon,1,53.69935634,1
1558,4204,,Deposit,Chicago,ATM,Afternoon,1,35.35609112,0
1559,3935,2779.811579,Deposit,Los Angeles,POS,Morning,0,24.76893587,0
1560,4876,9966.865947,Purchase,Los Angeles,Mobile,Night,1,27.63653919,0
1561,2863,7510.394409,Purchase,Chicago,ATM,Morning,1,42.77602052,1
1562,1126,6450.752574,Withdrawal,Chicago,Mobile,Morning,0,12.69782328,0
1563,4177,3559.343536,Withdrawal,New York,Mobile,Afternoon,0,13.05982333,0
1564,4056,501.1166833,Transfer,Houston,Laptop,Morning,0,21.47506748,0
1565,1603,320.2581916,Withdrawal,New York,Mobile,Night,1,2.759049979,0
1566,4870,5546.270742,Purchase,Chicago,Laptop,Afternoon,1,40.46750735,0
1567,4449,7622.706883,Transfer,Los Angeles,ATM,Afternoon,0,27.4461497,0
1568,2928,5378.418113,Withdrawal,Los Angeles,Mobile,Night,0,53.72921217,0
1569,2013,8409.442869,Transfer,Chicago,Laptop,Morning,1,39.17470569,0
1570,1050,343.9310656,Transfer,Houston,Laptop,Afternoon,0,42.57792805,0
1571,4100,3673.853243,Withdrawal,Miami,ATM,Morning,0,40.63972117,0
1572,4533,2378.333208,Deposit,Miami,Laptop,Night,0,25.65704987,0
1573,4367,,Purchase,New York,Mobile,Afternoon,0,56.03023735,0
1574,4368,733.040168,Purchase,Houston,Mobile,Night,0,54.94740141,0
1575,4797,9541.775099,Transfer,Miami,Laptop,Afternoon,0,29.4684117,0
1576,3826,2240.321457,Deposit,Houston,Mobile,Night,1,46.98092017,1
1577,2430,9223.854677,Deposit,Los Angeles,Mobile,Morning,0,59.12105197,0
1578,2792,4264.672619,Withdrawal,Los Angeles,POS,Night,0,20.54294944,0
1579,3861,9855.386091,Withdrawal,Houston,Laptop,Night,0,37.8663535,0
1580,2636,,Purchase,Chicago,ATM,Night,1,34.6037072,1
1581,4476,9309.020313,Withdrawal,Miami,ATM,Night,0,32.90563505,0
1582,4417,63.43639706,Withdrawal,Miami,Mobile,Night,1,56.05433283,0
1583,2645,7484.905674,Transfer,Los Angeles,Laptop,Morning,0,8.469305364,0
1584,3467,9031.476024,Deposit,New York,Mobile,Morning,0,31.46654375,0
1585,2205,1405.808464,Deposit,Miami,Mobile,Afternoon,1,2.525416171,1
1586,4030,970.2972588,Withdrawal,Los Angeles,Laptop,Night,0,19.17817535,0
1587,3872,4251.480346,Withdrawal,Los Angeles,ATM,Morning,0,40.82883218,0
1588,4072,9337.452272,Withdrawal,Houston,POS,Night,0,47.0441328,0
1589,2854,5428.441736,Purchase,Houston,POS,Night,0,51.40157836,0
1590,1566,5279.290073,Purchase,Houston,Mobile,Afternoon,0,5.520260028,0
1591,3418,1419.849922,Transfer,New York,POS,Night,0,11.88935664,0
1592,1935,17.88721582,Purchase,Miami,ATM,Morning,0,24.68861887,0
1593,2934,8103.299507,Deposit,New York,Mobile,Afternoon,0,23.49186067,0
1594,3708,884.8698842,Purchase,New York,Laptop,Afternoon,0,15.98203654,0
1595,4502,6342.159689,Deposit,Houston,POS,Afternoon,0,56.26471411,0
1596,4016,9147.018381,Purchase,Los Angeles,Laptop,Night,1,32.50124027,0
1597,2332,2094.432612,Purchase,Chicago,ATM,Afternoon,0,39.76430816,0
1598,4208,6656.075634,Transfer,Los Angeles,Mobile,Morning,0,45.22984198,0
1599,1201,796.1987813,Withdrawal,Los Angeles,Laptop,Morning,0,33.08916137,0
1600,4507,6041.513887,Withdrawal,Los Angeles,Mobile,Afternoon,1,50.18490244,1
1601,3360,1647.677892,Withdrawal,Los Angeles,POS,Afternoon,0,59.10560314,0
1602,1116,7362.17607,Transfer,New York,Mobile,Afternoon,0,24.12323968,0
1603,4737,3019.300635,Deposit,Houston,ATM,Night,0,38.97737449,0
1604,1936,4639.276178,Purchase,Houston,Mobile,Afternoon,0,19.70275615,0
1605,4874,5998.311115,Transfer,Los Angeles,Mobile,Afternoon,0,5.071141805,0
1606,1574,1721.021373,Deposit,Chicago,POS,Night,0,2.59727904,0
1607,3291,7418.961808,Transfer,Miami,ATM,Afternoon,0,14.72179035,0
1608,1536,3033.377003,Transfer,Los Angeles,Laptop,Afternoon,0,10.57661939,0
1609,2625,6627.094881,Deposit,Los Angeles,Mobile,Morning,0,43.61349218,0
1610,3122,1591.247676,Withdrawal,Chicago,Mobile,Morning,0,28.33822602,0
1611,4877,6884.295415,Purchase,New York,Laptop,Morning,0,32.86580319,0
1612,1385,1290.598847,Withdrawal,Los Angeles,ATM,Night,1,5.825387695,1
1613,4974,4259.311398,Transfer,Chicago,Laptop,Morning,1,2.144993786,1
1614,4281,2479.588677,Deposit,New York,Mobile,Morning,0,26.67269425,0
1615,1474,7486.268742,Transfer,New York,Mobile,Afternoon,0,16.08553435,0
1616,1417,2627.729695,Withdrawal,Los Angeles,ATM,Night,0,37.69612771,0
1617,3394,8818.355891,Withdrawal,New York,POS,Afternoon,0,31.18740583,0
1618,4600,8919.283912,Withdrawal,Los Angeles,ATM,Afternoon,0,49.87693538,0
1619,3687,1972.448739,Purchase,Los Angeles,Laptop,Night,0,50.47386833,0
1620,1938,6142.320991,Withdrawal,Houston,ATM,Night,0,32.69077805,0
1621,1954,886.2992408,Purchase,Miami,Laptop,Afternoon,0,54.5018964,0
1622,1875,3921.455625,Purchase,Miami,POS,Afternoon,0,56.0376538,0
1623,1762,,Withdrawal,Houston,POS,Afternoon,0,15.41747028,0
1624,2202,6597.638236,Deposit,Los Angeles,Laptop,Night,0,58.67226996,0
1625,2205,6250.759687,Transfer,Chicago,Mobile,Afternoon,1,59.16973225,1
1626,1663,,Transfer,New York,Laptop,Afternoon,0,4.832931146,0
1627,1024,3786.469245,Purchase,Houston,Laptop,Morning,1,1.139559202,0
1628,2990,1038.431986,Purchase,Houston,ATM,Morning,1,4.457317894,1
1629,2203,7193.037976,Purchase,Houston,POS,Morning,1,21.63003468,0
1630,1709,5043.84908,Transfer,Houston,ATM,Morning,0,48.67500226,0
1631,4572,7090.568667,Purchase,Miami,Mobile,Morning,0,30.7691668,0
1632,2879,2496.945813,Deposit,Los Angeles,Mobile,Afternoon,0,18.47979836,0
1633,2184,3251.137904,Deposit,Houston,Mobile,Afternoon,0,4.245282228,0
1634,3224,3348.811219,Purchase,Houston,Laptop,Night,0,24.35490608,0
1635,1284,267.1666734,Transfer,Houston,ATM,Night,0,3.133617881,0
1636,1062,3417.06825,Withdrawal,Chicago,Laptop,Night,0,11.1906923,0
1637,2002,8035.012689,Transfer,Chicago,Mobile,Afternoon,0,52.84469266,0
1638,1661,8974.011973,Withdrawal,New York,POS,Morning,0,45.93591015,0
1639,3713,5187.000973,Withdrawal,Los Angeles,ATM,Afternoon,0,59.74715046,0
1640,3203,4560.461935,Purchase,Houston,Laptop,Afternoon,0,53.77093828,0
1641,4953,3179.379408,Deposit,New York,ATM,Night,0,257.4366227,0
1642,2492,8793.251332,Purchase,New York,Laptop,Night,0,11.3099126,0
1643,4120,139.9720321,Withdrawal,Los Angeles,POS,Night,0,39.25117754,0
1644,1966,9448.053301,Purchase,Chicago,POS,Night,0,36.43153132,0
1645,1848,4897.270324,Withdrawal,Los Angeles,Mobile,Afternoon,1,55.15664719,1
1646,2107,3425.925591,Purchase,New York,POS,Night,0,47.08009469,0
1647,4432,9242.942164,Deposit,Los Angeles,Laptop,Morning,0,46.70940009,0
1648,1688,253.6660212,Deposit,Chicago,Laptop,Afternoon,1,20.15953539,0
1649,1147,,Transfer,New York,Mobile,Morning,0,8.340462668,0
1650,4701,5493.83592,Withdrawal,Los Angeles,Mobile,Afternoon,0,22.77428334,0
1651,1341,2201.010808,Withdrawal,Houston,POS,Afternoon,0,13.29750079,0
1652,3523,4294.585439,Purchase,Houston,POS,Night,0,43.93432581,0
1653,2086,6526.117419,Transfer,Los Angeles,Laptop,Morning,1,28.09970976,0
1654,2724,,Deposit,Los Angeles,Laptop,Afternoon,1,14.70379292,0
1655,2383,17.16141848,Purchase,Chicago,Laptop,Morning,0,39.82106069,0
1656,3608,9369.165767,Transfer,New York,Mobile,Afternoon,0,5.076684216,0
1657,1326,1653.60847,Deposit,Los Angeles,Mobile,Afternoon,1,55.15229322,1
1658,2792,2343.468538,Purchase,New York,Mobile,Afternoon,1,35.1204708,0
1659,2759,2642.099722,Deposit,Houston,ATM,Morning,0,28.19832818,0
1660,4212,387.8231642,Withdrawal,New York,ATM,Afternoon,1,15.69724481,0
1661,1989,1239.290715,Transfer,Miami,Mobile,Morning,0,33.32573159,0
1662,3262,9863.63573,Deposit,Chicago,POS,Morning,0,17.94291755,0
1663,3482,3159.015206,Transfer,Chicago,ATM,Night,1,24.27713136,1
1664,4962,1161.857892,Purchase,New York,POS,Morning,0,53.4241846,0
1665,1951,,Transfer,Chicago,ATM,Afternoon,0,12.45443381,0
1666,1722,7197.405077,Purchase,New York,Laptop,Afternoon,1,21.53398807,1
1667,4389,8547.140954,Transfer,New York,Laptop,Afternoon,0,39.69469516,0
1668,3079,2576.953472,Purchase,Houston,Laptop,Afternoon,1,43.76176171,1
1669,3717,218.8860282,Purchase,New York,POS,Morning,1,7.78012732,0
1670,3332,2238.669284,Purchase,Chicago,ATM,Night,1,56.23800022,0
1671,4376,574.5917511,Deposit,Miami,ATM,Morning,0,2.597310701,0
1672,1428,1042.915417,Withdrawal,Los Angeles,POS,Afternoon,0,4.94698031,0
1673,2500,4320.766117,Transfer,Chicago,Laptop,Morning,0,45.96377424,0
1674,1285,2306.884525,Withdrawal,Miami,POS,Night,0,46.51702143,0
1675,4215,5164.299326,Withdrawal,Chicago,Laptop,Night,1,40.29928585,0
1676,4495,2542.402595,Withdrawal,Miami,Mobile,Night,0,31.77782826,0
1677,4090,9405.967638,Withdrawal,Chicago,ATM,Night,0,18.02960045,0
1678,3065,9060.38024,Transfer,Los Angeles,POS,Night,0,50.55902469,0
1679,1768,5672.392989,Transfer,Houston,POS,Morning,0,42.22654739,0
1680,3637,3550.69568,Withdrawal,Houston,Laptop,Night,1,58.11499477,0
1681,2394,3817.657352,Transfer,Los Angeles,POS,Night,0,27.80467648,0
1682,4246,4124.404309,Transfer,Chicago,Laptop,Afternoon,0,28.76113705,0
1683,4057,7278.517428,Purchase,Miami,Laptop,Night,1,47.69192849,1
1684,1193,4521.873565,Transfer,New York,ATM,Morning,1,59.58987894,0
1685,3549,8568.732166,Deposit,Chicago,Laptop,Afternoon,1,53.88798281,0
1686,1987,9441.506911,Withdrawal,Los Angeles,Laptop,Morning,1,18.55124084,0
1687,2136,3366.102072,Transfer,Houston,POS,Afternoon,0,57.26342906,0
1688,3161,5611.337869,Withdrawal,Houston,POS,Night,1,12.68013869,0
1689,4293,,Transfer,Chicago,Laptop,Morning,0,25.86530735,0
1690,2701,,Withdrawal,Miami,Laptop,Afternoon,0,53.32945538,0
1691,1946,4140.523009,Deposit,Los Angeles,Laptop,Morning,0,19.49330177,0
1692,1830,2069.965132,Transfer,Los Angeles,Mobile,Afternoon,0,21.78175654,0
1693,4715,8766.839303,Transfer,Miami,Laptop,Night,0,59.69119366,0
1694,2920,1591.279698,Deposit,Miami,Mobile,Morning,1,27.61019628,1
1695,4335,4562.051607,Transfer,Chicago,POS,Morning,0,56.89978383,0
1696,3972,6060.935412,Withdrawal,Chicago,ATM,Morning,1,17.16783194,0
1697,1054,6921.720443,Deposit,Houston,ATM,Night,0,30.54877412,0
1698,4942,3836.863004,Purchase,Houston,ATM,Night,1,23.58184674,0
1699,4714,8692.299697,Withdrawal,Miami,ATM,Afternoon,0,34.28640766,0
1700,1799,5687.508319,Transfer,New York,POS,Morning,0,54.00602809,0
1701,1777,4400.682727,Withdrawal,New York,ATM,Afternoon,0,59.46185853,0
1702,2481,,Deposit,New York,POS,Afternoon,0,30.56290145,0
1703,2901,4652.24779,Transfer,Los Angeles,POS,Night,0,11.3269002,0
1704,3209,,Transfer,Chicago,Laptop,Morning,0,3.978125829,0
1705,4451,6149.264772,Deposit,Miami,Laptop,Night,1,10.41196383,1
1706,3134,8323.302913,Purchase,Houston,ATM,Morning,0,45.04109842,0
1707,1054,4945.176589,Transfer,New York,Laptop,Afternoon,0,36.06463408,0
1708,4547,1193.432434,Transfer,Houston,Mobile,Night,0,45.17849846,0
1709,2823,146.2620599,Transfer,Chicago,Mobile,Night,0,57.28440893,0
1710,2201,,Purchase,Miami,POS,Morning,1,42.702697,0
